,gene name,length
31452,ENSG00000298309,380
31453,ENSG00000298310,811
31454,ENSG00000298311,567
31455,ENSG00000298312,373
31456,ENSG00000298313,563
31457,ENSG00000298314,683
31458,ENSG00000298315,1180
31459,ENSG00000298316,3697
31460,ENSG00000298317,349
31461,ENSG00000298318,544
31462,ENSG00000298319,1149
31463,ENSG00000298320,1136
31464,ENSG00000298321,877
31465,ENSG00000298322,344
31466,ENSG00000298323,712
31467,ENSG00000298324,632
31468,ENSG00000298325,418
31469,ENSG00000298326,498
31470,ENSG00000298327,269
31471,ENSG00000298328,350
31472,ENSG00000298329,454
31473,ENSG00000298330,949
31474,ENSG00000298331,444
31475,ENSG00000298332,1106
31476,ENSG00000298333,299
31477,ENSG00000298334,2414
31478,ENSG00000298335,364
31479,ENSG00000298336,1156
31480,ENSG00000298337,434
31481,ENSG00000298338,3466
31482,ENSG00000298339,813
31483,ENSG00000298340,1709
31484,ENSG00000298341,999
31485,ENSG00000298342,764
31486,ENSG00000298343,617
31487,ENSG00000298344,338
31488,ENSG00000298345,426
31489,ENSG00000298346,1376
31490,ENSG00000298347,323
31491,ENSG00000298348,737
31492,ENSG00000298349,786
31493,ENSG00000298350,729
31494,ENSG00000298351,3209
31495,ENSG00000298352,1314
31496,ENSG00000298354,477
31497,ENSG00000298355,552
31498,ENSG00000298356,796
31499,ENSG00000298357,585
31500,ENSG00000298358,500
31501,ENSG00000298359,1202
31502,ENSG00000298360,2557
31503,ENSG00000298361,988
31504,ENSG00000298362,437
31505,ENSG00000298363,927
31506,ENSG00000298364,1932
31507,ENSG00000298365,305
31508,ENSG00000298366,1000
31509,ENSG00000298367,2284
31510,ENSG00000298368,832
31511,ENSG00000298369,737
31512,ENSG00000298370,551
31513,ENSG00000298371,409
31514,ENSG00000298372,965
31515,ENSG00000298373,1717
31516,ENSG00000298374,737
31517,ENSG00000298375,456
31518,ENSG00000298376,611
31519,ENSG00000298377,1564
31520,ENSG00000298378,501
31521,ENSG00000298379,938
31522,ENSG00000298380,1049
31523,ENSG00000298381,2678
31524,ENSG00000298382,613
31525,ENSG00000298383,1785
31526,ENSG00000298384,155
31527,ENSG00000298385,4555
31528,ENSG00000298386,326
31529,ENSG00000298387,603
31530,ENSG00000298388,493
31531,ENSG00000298389,377
31532,ENSG00000298390,1031
31533,ENSG00000298391,425
31534,ENSG00000298392,283
31535,ENSG00000298393,453
31536,ENSG00000298394,917
31537,ENSG00000298395,247
31538,ENSG00000298396,237
31539,ENSG00000298397,919
31540,ENSG00000298398,689
31541,ENSG00000298399,801
31542,ENSG00000298400,563
31543,ENSG00000298401,646
31544,ENSG00000298402,560
31545,ENSG00000298403,611
31546,ENSG00000298404,497
31547,ENSG00000298405,1438
31548,ENSG00000298406,880
31549,ENSG00000298407,399
31550,ENSG00000298408,788
31551,ENSG00000298409,1806
31552,ENSG00000298410,1506
31553,ENSG00000298411,1662
31554,ENSG00000298412,259
31555,ENSG00000298413,435
31556,ENSG00000298414,1146
31557,ENSG00000298415,193
31558,ENSG00000298416,549
31559,ENSG00000298417,483
31560,ENSG00000298418,584
31561,ENSG00000298419,1758
31562,ENSG00000298420,2193
31563,ENSG00000298421,2236
31564,ENSG00000298422,376
31565,ENSG00000298423,1706
31566,ENSG00000298424,330
31567,ENSG00000298425,312
31568,ENSG00000298426,335
31569,ENSG00000298427,480
31570,ENSG00000298428,701
31571,ENSG00000298429,447
31572,ENSG00000298430,3808
31573,ENSG00000298431,552
31574,ENSG00000298432,310
31575,ENSG00000298433,2107
31576,ENSG00000298434,374
31577,ENSG00000298435,381
31578,ENSG00000298436,666
31579,ENSG00000298437,886
31580,ENSG00000298438,1079
31581,ENSG00000298439,513
31582,ENSG00000298440,1594
31583,ENSG00000298441,2470
31584,ENSG00000298442,1819
31585,ENSG00000298443,771
31586,ENSG00000298444,386
31587,ENSG00000298445,830
31588,ENSG00000298446,713
31589,ENSG00000298447,1042
31590,ENSG00000298448,1069
31591,ENSG00000298449,401
31592,ENSG00000298450,550
31593,ENSG00000298451,637
31594,ENSG00000298452,727
31595,ENSG00000298453,767
31596,ENSG00000298454,1283
31597,ENSG00000298455,952
31598,ENSG00000298456,409
31599,ENSG00000298457,466
31600,ENSG00000298458,841
31601,ENSG00000298459,1367
31602,ENSG00000298461,391
31603,ENSG00000298462,1069
31604,ENSG00000298463,1384
31605,ENSG00000298464,626
31606,ENSG00000298465,1085
31607,ENSG00000298467,447
31608,ENSG00000298468,208
31609,ENSG00000298470,1769
31610,ENSG00000298471,316
31611,ENSG00000298472,808
31612,ENSG00000298473,1081
31613,ENSG00000298474,459
31614,ENSG00000298475,360
31615,ENSG00000298476,907
31616,ENSG00000298477,508
31617,ENSG00000298478,525
31618,ENSG00000298479,607
31619,ENSG00000298480,692
31620,ENSG00000298481,323
31621,ENSG00000298482,444
31622,ENSG00000298483,256
31623,ENSG00000298484,2189
31624,ENSG00000298485,202
31625,ENSG00000298486,947
31626,ENSG00000298487,419
31627,ENSG00000298488,1547
31628,ENSG00000298489,682
31629,ENSG00000298490,698
31630,ENSG00000298491,959
31631,ENSG00000298492,2342
31632,ENSG00000298493,604
31633,ENSG00000298494,333
31634,ENSG00000298495,327
31635,ENSG00000298496,459
31636,ENSG00000298497,733
31637,ENSG00000298498,1256
31638,ENSG00000298499,557
31639,ENSG00000298500,843
31640,ENSG00000298501,330
31641,ENSG00000298502,1560
31642,ENSG00000298503,2436
31643,ENSG00000298504,1787
31644,ENSG00000298505,2130
31645,ENSG00000298506,518
31646,ENSG00000298507,430
31647,ENSG00000298508,1523
31648,ENSG00000298509,766
31649,ENSG00000298510,1454
31650,ENSG00000298511,1419
31651,ENSG00000298512,1156
31652,ENSG00000298513,1175
31653,ENSG00000298514,729
31654,ENSG00000298515,549
31655,ENSG00000298516,729
31656,ENSG00000298517,196
31657,ENSG00000298518,434
31658,ENSG00000298519,663
31659,ENSG00000298520,948
31660,ENSG00000298521,434
31661,ENSG00000298522,562
31662,ENSG00000298523,392
31663,ENSG00000298524,686
31664,ENSG00000298525,1175
31665,ENSG00000298526,270
31666,ENSG00000298527,1961
31667,ENSG00000298528,383
31668,ENSG00000298530,322
31669,ENSG00000298531,810
31670,ENSG00000298532,3168
31671,ENSG00000298533,372
31672,ENSG00000298534,1053
31673,ENSG00000298535,344
31674,ENSG00000298536,777
31675,ENSG00000298537,388
31676,ENSG00000298538,755
31677,ENSG00000298539,1354
31678,ENSG00000298540,439
31679,ENSG00000298541,613
31680,ENSG00000298542,1045
31681,ENSG00000298543,2594
31682,ENSG00000298544,879
31683,ENSG00000298545,570
31684,ENSG00000298546,559
31685,ENSG00000298547,297
31686,ENSG00000298548,955
31687,ENSG00000298549,2098
31688,ENSG00000298550,800
31689,ENSG00000298551,499
31690,ENSG00000298552,475
31691,ENSG00000298553,1499
31692,ENSG00000298554,480
31693,ENSG00000298555,805
31694,ENSG00000298556,476
31695,ENSG00000298557,465
31696,ENSG00000298558,2412
31697,ENSG00000298559,215
31698,ENSG00000298560,905
31699,ENSG00000298561,1185
31700,ENSG00000298562,597
31701,ENSG00000298563,657
31702,ENSG00000298564,894
31703,ENSG00000298565,1005
31704,ENSG00000298566,1208
31705,ENSG00000298567,170
31706,ENSG00000298568,582
31707,ENSG00000298569,502
31708,ENSG00000298570,879
31709,ENSG00000298571,783
31710,ENSG00000298572,695
31711,ENSG00000298573,1126
31712,ENSG00000298574,1045
31713,ENSG00000298575,352
31714,ENSG00000298576,960
31715,ENSG00000298577,520
31716,ENSG00000298578,1448
31717,ENSG00000298579,574
31718,ENSG00000298580,904
31719,ENSG00000298581,309
31720,ENSG00000298582,1687
31721,ENSG00000298583,1063
31722,ENSG00000298584,856
31723,ENSG00000298585,895
31724,ENSG00000298586,2674
31725,ENSG00000298587,1690
31726,ENSG00000298588,1576
31727,ENSG00000298589,684
31728,ENSG00000298590,661
31729,ENSG00000298591,854
31730,ENSG00000298592,1121
31731,ENSG00000298593,958
31732,ENSG00000298594,598
31733,ENSG00000298595,678
31734,ENSG00000298596,1013
31735,ENSG00000298597,736
31736,ENSG00000298598,518
31737,ENSG00000298599,2357
31738,ENSG00000298600,3850
31739,ENSG00000298601,3653
31740,ENSG00000298602,1395
31741,ENSG00000298603,417
31742,ENSG00000298604,578
31743,ENSG00000298605,888
31744,ENSG00000298606,323
31745,ENSG00000298607,1782
31746,ENSG00000298608,814
31747,ENSG00000298609,1605
31748,ENSG00000298610,653
31749,ENSG00000298611,566
31750,ENSG00000298612,503
31751,ENSG00000298613,828
31752,ENSG00000298614,1331
31753,ENSG00000298615,573
31754,ENSG00000298616,694
31755,ENSG00000298617,422
31756,ENSG00000298618,526
31757,ENSG00000298619,963
31758,ENSG00000298620,441
31759,ENSG00000298621,849
31760,ENSG00000298622,5148
31761,ENSG00000298623,408
31762,ENSG00000298624,1333
31763,ENSG00000298625,489
31764,ENSG00000298626,1382
31765,ENSG00000298627,688
31766,ENSG00000298628,467
31767,ENSG00000298629,432
31768,ENSG00000298630,507
31769,ENSG00000298631,4639
31770,ENSG00000298632,600
31771,ENSG00000298633,692
31772,ENSG00000298634,1148
31773,ENSG00000298635,1360
31774,ENSG00000298636,402
31775,ENSG00000298637,1061
31776,ENSG00000298638,1841
31777,ENSG00000298639,453
31778,ENSG00000298640,541
31779,ENSG00000298641,552
31780,ENSG00000298642,1102
31781,ENSG00000298643,1596
31782,ENSG00000298644,370
31783,ENSG00000298645,609
31784,ENSG00000298646,530
31785,ENSG00000298647,921
31786,ENSG00000298648,591
31787,ENSG00000298649,836
31788,ENSG00000298650,1911
31789,ENSG00000298651,628
31790,ENSG00000298652,550
31791,ENSG00000298653,776
31792,ENSG00000298654,1525
31793,ENSG00000298655,525
31794,ENSG00000298656,328
31795,ENSG00000298657,261
31796,ENSG00000298658,558
31797,ENSG00000298659,604
31798,ENSG00000298660,749
31799,ENSG00000298661,904
31800,ENSG00000298662,619
31801,ENSG00000298663,818
31802,ENSG00000298664,1390
31803,ENSG00000298665,1448
31804,ENSG00000298666,1059
31805,ENSG00000298667,1477
31806,ENSG00000298668,658
31807,ENSG00000298669,1540
31808,ENSG00000298670,903
31809,ENSG00000298671,1162
31810,ENSG00000298672,380
31811,ENSG00000298673,373
31812,ENSG00000298674,1151
31813,ENSG00000298675,656
31814,ENSG00000298676,449
31815,ENSG00000298677,447
31816,ENSG00000298678,1416
31817,ENSG00000298679,652
31818,ENSG00000298680,523
31819,ENSG00000298681,1074
31820,ENSG00000298682,405
31821,ENSG00000298683,439
31822,ENSG00000298684,938
31823,ENSG00000298685,795
31824,ENSG00000298686,398
31825,ENSG00000298687,1017
31826,ENSG00000298688,318
31827,ENSG00000298689,762
31828,ENSG00000298690,893
31829,ENSG00000298691,1250
31830,ENSG00000298692,636
31831,ENSG00000298693,1167
31832,ENSG00000298694,461
31833,ENSG00000298695,754
31834,ENSG00000298696,669
31835,ENSG00000298697,547
31836,ENSG00000298698,513
31837,ENSG00000298699,506
31838,ENSG00000298700,586
31839,ENSG00000298701,818
31840,ENSG00000298702,724
31841,ENSG00000298703,2130
31842,ENSG00000298704,548
31843,ENSG00000298705,569
31844,ENSG00000298706,531
31845,ENSG00000298707,706
31846,ENSG00000298708,891
31847,ENSG00000298709,744
31848,ENSG00000298710,1479
31849,ENSG00000298711,1384
31850,ENSG00000298712,975
31851,ENSG00000298713,799
31852,ENSG00000298714,439
31853,ENSG00000298715,373
31854,ENSG00000298716,1995
31855,ENSG00000298717,1185
31856,ENSG00000298718,1005
31857,ENSG00000298719,1143
31858,ENSG00000298720,1183
31859,ENSG00000298721,1681
31860,ENSG00000298722,490
31861,ENSG00000298723,1012
31862,ENSG00000298724,462
31863,ENSG00000298725,383
31864,ENSG00000298726,1405
31865,ENSG00000298727,599
31866,ENSG00000298728,738
31867,ENSG00000298729,1517
31868,ENSG00000298730,844
31869,ENSG00000298731,1368
31870,ENSG00000298732,1440
31871,ENSG00000298733,499
31872,ENSG00000298734,1033
31873,ENSG00000298735,1184
31874,ENSG00000298736,823
31875,ENSG00000298737,514
31876,ENSG00000298738,1164
31877,ENSG00000298739,1152
31878,ENSG00000298740,439
31879,ENSG00000298741,489
31880,ENSG00000298742,858
31881,ENSG00000298743,756
31882,ENSG00000298744,930
31883,ENSG00000298745,739
31884,ENSG00000298746,417
31885,ENSG00000298747,452
31886,ENSG00000298748,747
31887,ENSG00000298749,257
31888,ENSG00000298750,922
31889,ENSG00000298752,1243
31890,ENSG00000298753,456
31891,ENSG00000298754,1491
31892,ENSG00000298755,1100
31893,ENSG00000298756,1136
31894,ENSG00000298757,150
31895,ENSG00000298758,1668
31896,ENSG00000298759,1482
31897,ENSG00000298760,758
31898,ENSG00000298761,990
31899,ENSG00000298762,1080
31900,ENSG00000298763,385
31901,ENSG00000298764,402
31902,ENSG00000298765,891
31903,ENSG00000298767,512
31904,ENSG00000298768,971
31905,ENSG00000298770,635
31906,ENSG00000298771,626
31907,ENSG00000298773,736
31908,ENSG00000298774,467
31909,ENSG00000298775,2503
31910,ENSG00000298776,1164
31911,ENSG00000298777,160
31912,ENSG00000298778,385
31913,ENSG00000298779,985
31914,ENSG00000298780,475
31915,ENSG00000298781,809
31916,ENSG00000298782,1043
31917,ENSG00000298783,550
31918,ENSG00000298784,628
31919,ENSG00000298785,1326
31920,ENSG00000298786,1261
31921,ENSG00000298787,1089
31922,ENSG00000298788,1172
31923,ENSG00000298789,562
31924,ENSG00000298790,856
31925,ENSG00000298791,665
31926,ENSG00000298792,1077
31927,ENSG00000298794,589
31928,ENSG00000298795,1282
31929,ENSG00000298796,376
31930,ENSG00000298797,481
31931,ENSG00000298798,1650
31932,ENSG00000298799,531
31933,ENSG00000298800,548
31934,ENSG00000298801,1166
31935,ENSG00000298802,1365
31936,ENSG00000298803,576
31937,ENSG00000298804,2028
31938,ENSG00000298805,952
31939,ENSG00000298806,1155
31940,ENSG00000298807,610
31941,ENSG00000298808,474
31942,ENSG00000298809,460
31943,ENSG00000298810,1109
31944,ENSG00000298811,766
31945,ENSG00000298812,605
31946,ENSG00000298813,1529
31947,ENSG00000298814,1279
31948,ENSG00000298815,1993
31949,ENSG00000298816,1945
31950,ENSG00000298817,2320
31951,ENSG00000298818,1077
31952,ENSG00000298819,366
31953,ENSG00000298820,955
31954,ENSG00000298821,440
31955,ENSG00000298822,403
31956,ENSG00000298823,1029
31957,ENSG00000298824,3602
31958,ENSG00000298825,1598
31959,ENSG00000298826,811
31960,ENSG00000298827,1402
31961,ENSG00000298828,372
31962,ENSG00000298829,1532
31963,ENSG00000298830,820
31964,ENSG00000298831,2496
31965,ENSG00000298832,1343
31966,ENSG00000298833,1434
31967,ENSG00000298834,687
31968,ENSG00000298835,1396
31969,ENSG00000298836,565
31970,ENSG00000298837,959
31971,ENSG00000298838,969
31972,ENSG00000298839,991
31973,ENSG00000298840,1731
31974,ENSG00000298841,725
31975,ENSG00000298842,549
31976,ENSG00000298843,382
31977,ENSG00000298844,585
31978,ENSG00000298845,245
31979,ENSG00000298846,394
31980,ENSG00000298847,777
31981,ENSG00000298849,1275
31982,ENSG00000298850,1426
31983,ENSG00000298851,454
31984,ENSG00000298852,1911
31985,ENSG00000298853,807
31986,ENSG00000298854,427
31987,ENSG00000298855,536
31988,ENSG00000298856,1247
31989,ENSG00000298857,686
31990,ENSG00000298858,664
31991,ENSG00000298859,980
31992,ENSG00000298860,1613
31993,ENSG00000298862,2001
31994,ENSG00000298863,552
31995,ENSG00000298864,782
31996,ENSG00000298865,873
31997,ENSG00000298866,525
31998,ENSG00000298868,1658
31999,ENSG00000298869,462
32000,ENSG00000298870,965
32001,ENSG00000298871,879
32002,ENSG00000298872,360
32003,ENSG00000298873,282
32004,ENSG00000298874,730
32005,ENSG00000298875,1269
32006,ENSG00000298876,457
32007,ENSG00000298877,805
32008,ENSG00000298878,679
32009,ENSG00000298879,334
32010,ENSG00000298880,509
32011,ENSG00000298881,1411
32012,ENSG00000298882,426
32013,ENSG00000298883,1746
32014,ENSG00000298884,1475
32015,ENSG00000298885,427
32016,ENSG00000298886,1665
32017,ENSG00000298887,489
32018,ENSG00000298888,926
32019,ENSG00000298889,1621
32020,ENSG00000298890,545
32021,ENSG00000298891,339
32022,ENSG00000298892,389
32023,ENSG00000298893,1105
32024,ENSG00000298894,397
32025,ENSG00000298895,485
32026,ENSG00000298896,377
32027,ENSG00000298897,1131
32028,ENSG00000298898,393
32029,ENSG00000298899,1136
32030,ENSG00000298900,917
32031,ENSG00000298901,1923
32032,ENSG00000298902,448
32033,ENSG00000298903,1235
32034,ENSG00000298904,650
32035,ENSG00000298905,1402
32036,ENSG00000298906,245
32037,ENSG00000298907,1002
32038,ENSG00000298908,781
32039,ENSG00000298909,797
32040,ENSG00000298910,489
32041,ENSG00000298911,644
32042,ENSG00000298912,1184
32043,ENSG00000298913,1316
32044,ENSG00000298914,443
32045,ENSG00000298915,575
32046,ENSG00000298916,886
32047,ENSG00000298917,456
32048,ENSG00000298918,620
32049,ENSG00000298919,834
32050,ENSG00000298920,752
32051,ENSG00000298921,220
32052,ENSG00000298922,628
32053,ENSG00000298923,545
32054,ENSG00000298924,983
32055,ENSG00000298925,1114
32056,ENSG00000298926,408
32057,ENSG00000298927,2135
32058,ENSG00000298928,531
32059,ENSG00000298929,338
32060,ENSG00000298930,2070
32061,ENSG00000298931,1602
32062,ENSG00000298932,336
32063,ENSG00000298933,938
32064,ENSG00000298934,1047
32065,ENSG00000298935,309
32066,ENSG00000298936,368
32067,ENSG00000298937,1117
32068,ENSG00000298938,564
32069,ENSG00000298939,597
32070,ENSG00000298940,660
32071,ENSG00000298941,1138
32072,ENSG00000298942,332
32073,ENSG00000298943,1343
32074,ENSG00000298944,581
32075,ENSG00000298945,2676
32076,ENSG00000298946,516
32077,ENSG00000298947,950
32078,ENSG00000298948,524
32079,ENSG00000298949,1619
32080,ENSG00000298950,594
32081,ENSG00000298951,577
32082,ENSG00000298952,1111
32083,ENSG00000298953,2025
32084,ENSG00000298954,490
32085,ENSG00000298955,420
32086,ENSG00000298956,682
32087,ENSG00000298957,628
32088,ENSG00000298958,1821
32089,ENSG00000298959,1271
32090,ENSG00000298960,842
32091,ENSG00000298961,239
32092,ENSG00000298962,502
32093,ENSG00000298964,614
32094,ENSG00000298965,1580
32095,ENSG00000298966,706
32096,ENSG00000298967,666
32097,ENSG00000298968,1579
32098,ENSG00000298969,1687
32099,ENSG00000298970,628
32100,ENSG00000298971,1561
32101,ENSG00000298972,324
32102,ENSG00000298973,636
32103,ENSG00000298974,327
32104,ENSG00000298975,689
32105,ENSG00000298976,2726
32106,ENSG00000298977,408
32107,ENSG00000298978,317
32108,ENSG00000298979,976
32109,ENSG00000298980,568
32110,ENSG00000298981,544
32111,ENSG00000298982,521
32112,ENSG00000298983,638
32113,ENSG00000298984,948
32114,ENSG00000298985,343
32115,ENSG00000298986,334
32116,ENSG00000298987,393
32117,ENSG00000298988,490
32118,ENSG00000298989,460
32119,ENSG00000298990,1380
32120,ENSG00000298991,843
32121,ENSG00000298992,2396
32122,ENSG00000298993,526
32123,ENSG00000298994,554
32124,ENSG00000298995,2117
32125,ENSG00000298996,283
32126,ENSG00000298997,544
32127,ENSG00000298998,442
32128,ENSG00000298999,731
32129,ENSG00000299000,1837
32130,ENSG00000299001,1423
32131,ENSG00000299002,641
32132,ENSG00000299003,500
32133,ENSG00000299004,991
32134,ENSG00000299005,284
32135,ENSG00000299006,264
32136,ENSG00000299007,1128
32137,ENSG00000299008,539
32138,ENSG00000299009,696
32139,ENSG00000299011,441
32140,ENSG00000299012,303
32141,ENSG00000299013,1295
32142,ENSG00000299014,516
32143,ENSG00000299015,1649
32144,ENSG00000299016,335
32145,ENSG00000299017,694
32146,ENSG00000299018,1196
32147,ENSG00000299019,1173
32148,ENSG00000299020,1243
32149,ENSG00000299021,366
32150,ENSG00000299022,1279
32151,ENSG00000299023,488
32152,ENSG00000299024,569
32153,ENSG00000299025,774
32154,ENSG00000299026,708
32155,ENSG00000299027,340
32156,ENSG00000299028,2067
32157,ENSG00000299029,2986
32158,ENSG00000299030,574
32159,ENSG00000299031,1661
32160,ENSG00000299032,1934
32161,ENSG00000299033,441
32162,ENSG00000299034,1675
32163,ENSG00000299035,703
32164,ENSG00000299036,764
32165,ENSG00000299037,519
32166,ENSG00000299038,385
32167,ENSG00000299039,1433
32168,ENSG00000299040,624
32169,ENSG00000299041,2759
32170,ENSG00000299042,573
32171,ENSG00000299043,835
32172,ENSG00000299044,513
32173,ENSG00000299045,562
32174,ENSG00000299046,771
32175,ENSG00000299047,504
32176,ENSG00000299048,588
32177,ENSG00000299049,348
32178,ENSG00000299050,310
32179,ENSG00000299051,916
32180,ENSG00000299052,2283
32181,ENSG00000299053,383
32182,ENSG00000299054,860
32183,ENSG00000299055,1994
32184,ENSG00000299056,971
32185,ENSG00000299057,585
32186,ENSG00000299058,375
32187,ENSG00000299059,542
32188,ENSG00000299060,650
32189,ENSG00000299061,377
32190,ENSG00000299062,1880
32191,ENSG00000299063,637
32192,ENSG00000299064,2929
32193,ENSG00000299065,378
32194,ENSG00000299066,676
32195,ENSG00000299067,605
32196,ENSG00000299068,527
32197,ENSG00000299069,3522
32198,ENSG00000299070,1430
32199,ENSG00000299071,997
32200,ENSG00000299072,1355
32201,ENSG00000299073,1016
32202,ENSG00000299074,566
32203,ENSG00000299075,1167
32204,ENSG00000299076,387
32205,ENSG00000299077,801
32206,ENSG00000299078,371
32207,ENSG00000299079,593
32208,ENSG00000299080,408
32209,ENSG00000299081,1636
32210,ENSG00000299082,1894
32211,ENSG00000299083,1684
32212,ENSG00000299084,416
32213,ENSG00000299085,714
32214,ENSG00000299086,603
32215,ENSG00000299087,466
32216,ENSG00000299088,981
32217,ENSG00000299089,838
32218,ENSG00000299090,1551
32219,ENSG00000299091,624
32220,ENSG00000299092,1521
32221,ENSG00000299093,329
32222,ENSG00000299094,966
32223,ENSG00000299095,517
32224,ENSG00000299096,451
32225,ENSG00000299097,771
32226,ENSG00000299098,674
32227,ENSG00000299099,425
32228,ENSG00000299100,669
32229,ENSG00000299101,209
32230,ENSG00000299102,1017
32231,ENSG00000299103,283
32232,ENSG00000299104,1077
32233,ENSG00000299105,488
32234,ENSG00000299106,892
32235,ENSG00000299107,663
32236,ENSG00000299108,1398
32237,ENSG00000299109,789
32238,ENSG00000299110,1182
32239,ENSG00000299111,728
32240,ENSG00000299112,1219
32241,ENSG00000299113,122
32242,ENSG00000299114,862
32243,ENSG00000299115,424
32244,ENSG00000299116,1000
32245,ENSG00000299117,92
32246,ENSG00000299118,286
32247,ENSG00000299119,902
32248,ENSG00000299120,713
32249,ENSG00000299121,520
32250,ENSG00000299122,775
32251,ENSG00000299123,800
32252,ENSG00000299124,556
32253,ENSG00000299125,482
32254,ENSG00000299126,749
32255,ENSG00000299127,245
32256,ENSG00000299128,846
32257,ENSG00000299129,1208
32258,ENSG00000299130,954
32259,ENSG00000299131,1172
32260,ENSG00000299132,544
32261,ENSG00000299133,1501
32262,ENSG00000299134,978
32263,ENSG00000299135,387
32264,ENSG00000299136,272
32265,ENSG00000299137,2700
32266,ENSG00000299138,148
32267,ENSG00000299139,958
32268,ENSG00000299140,1454
32269,ENSG00000299141,340
32270,ENSG00000299142,576
32271,ENSG00000299143,541
32272,ENSG00000299144,2413
32273,ENSG00000299145,805
32274,ENSG00000299146,1040
32275,ENSG00000299147,1431
32276,ENSG00000299148,483
32277,ENSG00000299149,585
32278,ENSG00000299150,2582
32279,ENSG00000299151,793
32280,ENSG00000299152,358
32281,ENSG00000299153,344
32282,ENSG00000299154,946
32283,ENSG00000299155,694
32284,ENSG00000299156,341
32285,ENSG00000299157,970
32286,ENSG00000299158,763
32287,ENSG00000299159,1578
32288,ENSG00000299160,281
32289,ENSG00000299161,569
32290,ENSG00000299162,383
32291,ENSG00000299163,662
32292,ENSG00000299164,1839
32293,ENSG00000299165,626
32294,ENSG00000299166,2173
32295,ENSG00000299167,634
32296,ENSG00000299168,998
32297,ENSG00000299169,1807
32298,ENSG00000299170,336
32299,ENSG00000299171,970
32300,ENSG00000299172,557
32301,ENSG00000299173,526
32302,ENSG00000299174,284
32303,ENSG00000299175,763
32304,ENSG00000299176,1465
32305,ENSG00000299177,538
32306,ENSG00000299178,461
32307,ENSG00000299179,484
32308,ENSG00000299180,180
32309,ENSG00000299181,1562
32310,ENSG00000299182,332
32311,ENSG00000299183,364
32312,ENSG00000299184,836
32313,ENSG00000299185,2406
32314,ENSG00000299186,620
32315,ENSG00000299187,565
32316,ENSG00000299188,517
32317,ENSG00000299189,652
32318,ENSG00000299190,515
32319,ENSG00000299191,1322
32320,ENSG00000299192,956
32321,ENSG00000299193,920
32322,ENSG00000299194,744
32323,ENSG00000299195,449
32324,ENSG00000299196,786
32325,ENSG00000299197,1237
32326,ENSG00000299198,545
32327,ENSG00000299199,2288
32328,ENSG00000299201,1520
32329,ENSG00000299202,1279
32330,ENSG00000299203,695
32331,ENSG00000299204,1563
32332,ENSG00000299205,685
32333,ENSG00000299206,2109
32334,ENSG00000299207,444
32335,ENSG00000299208,420
32336,ENSG00000299209,431
32337,ENSG00000299210,1762
32338,ENSG00000299211,826
32339,ENSG00000299212,1360
32340,ENSG00000299213,774
32341,ENSG00000299214,1317
32342,ENSG00000299215,1112
32343,ENSG00000299216,1666
32344,ENSG00000299217,629
32345,ENSG00000299218,1010
32346,ENSG00000299219,444
32347,ENSG00000299220,863
32348,ENSG00000299221,637
32349,ENSG00000299222,212
32350,ENSG00000299223,1570
32351,ENSG00000299224,375
32352,ENSG00000299225,580
32353,ENSG00000299226,516
32354,ENSG00000299227,1403
32355,ENSG00000299228,1867
32356,ENSG00000299229,375
32357,ENSG00000299230,897
32358,ENSG00000299231,1140
32359,ENSG00000299232,938
32360,ENSG00000299233,1045
32361,ENSG00000299234,708
32362,ENSG00000299235,986
32363,ENSG00000299236,728
32364,ENSG00000299237,689
32365,ENSG00000299238,1235
32366,ENSG00000299239,443
32367,ENSG00000299240,1786
32368,ENSG00000299241,1188
32369,ENSG00000299242,1900
32370,ENSG00000299243,640
32371,ENSG00000299244,736
32372,ENSG00000299245,527
32373,ENSG00000299246,1481
32374,ENSG00000299247,517
32375,ENSG00000299248,467
32376,ENSG00000299249,1933
32377,ENSG00000299250,779
32378,ENSG00000299251,608
32379,ENSG00000299252,372
32380,ENSG00000299253,482
32381,ENSG00000299254,585
32382,ENSG00000299255,1101
32383,ENSG00000299256,1139
32384,ENSG00000299257,487
32385,ENSG00000299258,1002
32386,ENSG00000299259,410
32387,ENSG00000299260,635
32388,ENSG00000299261,569
32389,ENSG00000299262,382
32390,ENSG00000299263,745
32391,ENSG00000299264,1312
32392,ENSG00000299265,1240
32393,ENSG00000299266,650
32394,ENSG00000299267,577
32395,ENSG00000299268,438
32396,ENSG00000299269,349
32397,ENSG00000299270,725
32398,ENSG00000299271,413
32399,ENSG00000299272,1270
32400,ENSG00000299273,1142
32401,ENSG00000299274,859
32402,ENSG00000299275,316
32403,ENSG00000299276,676
32404,ENSG00000299277,397
32405,ENSG00000299278,1368
32406,ENSG00000299279,1244
32407,ENSG00000299280,1662
32408,ENSG00000299281,890
32409,ENSG00000299282,830
32410,ENSG00000299283,346
32411,ENSG00000299284,881
32412,ENSG00000299285,422
32413,ENSG00000299286,356
32414,ENSG00000299287,581
32415,ENSG00000299288,1893
32416,ENSG00000299289,936
32417,ENSG00000299290,919
32418,ENSG00000299291,680
32419,ENSG00000299292,823
32420,ENSG00000299293,1144
32421,ENSG00000299294,1572
32422,ENSG00000299295,1013
32423,ENSG00000299296,526
32424,ENSG00000299297,2050
32425,ENSG00000299298,755
32426,ENSG00000299299,908
32427,ENSG00000299300,790
32428,ENSG00000299301,1600
