gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000041124,Msantd4,chr9,4376534,4386892,29289
ENSMUSG00000041126,H2az2,chr11,6371231,6394481,16316
ENSMUSG00000041130,Zfp598,chr17,24888631,24900993,23358
ENSMUSG00000041132,N4bp2l1,chr5,150491046,150520653,12174
ENSMUSG00000041133,Smc1a,chrX,150799424,150846390,36572
ENSMUSG00000041134,Cyyr1,chr16,85218421,85350285,8289
ENSMUSG00000041135,Ripk2,chr4,16121400,16163796,9058
ENSMUSG00000041138,Nme8,chr13,19829248,19881964,4544
ENSMUSG00000041141,Pnma8a,chr7,16693520,16698532,25861
ENSMUSG00000041143,Tmco4,chr4,138700000,138786484,47976
ENSMUSG00000041144,Dnah7b,chr1,46105475,46412710,24637
ENSMUSG00000041147,Brca2,chr5,150446057,150496080,81399
ENSMUSG00000041153,Osgin2,chr4,15996354,16013890,13964
ENSMUSG00000041161,Otud3,chr4,138620953,138641294,5391
ENSMUSG00000041164,Zmiz2,chr11,6338447,6356206,77920
ENSMUSG00000041165,Spem1,chr11,69711693,69713006,2041
ENSMUSG00000041168,Lonp1,chr17,56921291,56933980,63587
ENSMUSG00000041180,Hectd2,chr19,36532033,36598535,14136
ENSMUSG00000041187,Prkd2,chr7,16576822,16604389,14058
ENSMUSG00000041189,Chrnb1,chr11,69674860,69686773,16298
ENSMUSG00000041193,Pla2g5,chr4,138526553,138590916,26396
ENSMUSG00000041199,Rpusd1,chr17,25945361,25950438,16066
ENSMUSG00000041202,Pla2g2d,chr4,138503046,138509357,4294
ENSMUSG00000041203,Trir,chr8,85753442,85756916,4786
ENSMUSG00000041205,Map6d1,chr16,20040305,20060212,9889
ENSMUSG00000041215,Yeats2,chr16,19959803,20053255,82452
ENSMUSG00000041216,Clvs1,chr4,9269263,9451694,25996
ENSMUSG00000041219,Arhgap11a,chr2,113660363,113679367,18625
ENSMUSG00000041220,Elovl6,chr3,129326004,129432144,46524
ENSMUSG00000041225,Arhgap12,chr18,6024427,6136098,118353
ENSMUSG00000041229,Phf8,chrX,150303621,150416855,80074
ENSMUSG00000041231,Ublcp1,chr11,44345163,44362010,45697
ENSMUSG00000041235,Chd7,chr4,8690406,8868738,27704
ENSMUSG00000041236,Vps41,chr13,18901439,19058126,163762
ENSMUSG00000041237,Pklr,chr3,89043449,89054619,6935
ENSMUSG00000041238,Rbbp8,chr18,11766333,11878278,39779
ENSMUSG00000041241,Mul1,chr4,138161965,138170337,19093
ENSMUSG00000041245,Wnk3,chrX,149981074,150103148,10647
ENSMUSG00000041247,Lamp3,chr16,19472128,19525125,3356
ENSMUSG00000041248,Kcnj1,chr9,32283789,32310493,7371
ENSMUSG00000041255,Tmco5b,chr2,113045236,113127635,4885
ENSMUSG00000041258,Zfp236,chr18,82611718,82711058,24349
ENSMUSG00000041261,Car8,chr4,8141533,8239088,36726
ENSMUSG00000041263,Rusc1,chr3,88991042,89000720,79658
ENSMUSG00000041264,Uspl1,chr5,149121160,149152244,53082
ENSMUSG00000041268,Dmxl2,chr9,54272063,54409209,36783
ENSMUSG00000041272,Tox,chr4,6686353,6991644,15798
ENSMUSG00000041278,Ttc1,chr11,43612237,43638852,17556
ENSMUSG00000041287,Sox15,chr11,69545826,69547553,2177
ENSMUSG00000041293,Adgrf1,chr17,43581220,43635628,3853
ENSMUSG00000041297,Cdk13,chr13,17884900,17979953,29024
ENSMUSG00000041298,Katnal1,chr5,148808394,148931957,69329
ENSMUSG00000041301,Cftr,chr6,18170686,18322767,13563
ENSMUSG00000041303,Gtf3c3,chr1,54395277,54478180,27826
ENSMUSG00000041308,Sntb2,chr8,107662119,107751577,29578
ENSMUSG00000041309,Nkx6-2,chr7,139159292,139162718,1299
ENSMUSG00000041313,Slc7a1,chr5,148264220,148336848,50790
ENSMUSG00000041319,Thoc6,chr17,23887586,23894346,16814
ENSMUSG00000041323,Ak7,chr12,105672214,105748706,10550
ENSMUSG00000041324,Inhba,chr13,16186373,16206206,31572
ENSMUSG00000041328,Pcf11,chr7,92292670,92319151,8266
ENSMUSG00000041329,Atp1b2,chr11,69487651,69496851,14930
ENSMUSG00000041333,Mup4,chr4,59956804,59960710,922
ENSMUSG00000041341,Atg2b,chr12,105579795,105651569,36428
ENSMUSG00000041343,Ankrd42,chr7,92230931,92286350,29644
ENSMUSG00000041346,Wrap53,chr11,69452580,69471151,5569
ENSMUSG00000041347,Bdkrb1,chr12,105564876,105572001,4347
ENSMUSG00000041351,Rap1gap,chr4,137392037,137457177,28336
ENSMUSG00000041353,Vcf2,chrX,149173653,149242150,43988
ENSMUSG00000041354,Rgl2,chr17,34148472,34156661,28575
ENSMUSG00000041355,Ssr2,chr3,88483056,88497417,117200
ENSMUSG00000041358,Nutm1,chr2,112078293,112089636,3731
ENSMUSG00000041359,Tcl1,chr12,105183009,105189235,11599
ENSMUSG00000041360,Pum3,chr19,27362314,27407321,191844
ENSMUSG00000041361,Myzap,chr9,71411203,71499680,30339
ENSMUSG00000041362,Shtn1,chr19,58961786,59064532,18858
ENSMUSG00000041372,B4galnt3,chr6,120177721,120271913,11183
ENSMUSG00000041375,Ccdc9,chr7,16007967,16020720,24137
ENSMUSG00000041377,Ninj2,chr6,120070066,120177490,5517
ENSMUSG00000041378,Cldn5,chr16,18595597,18597012,1416
ENSMUSG00000041380,Htr2c,chrX,145745509,145980286,20449
ENSMUSG00000041390,Mdfic,chr6,15720487,15802248,14150
ENSMUSG00000041396,Mettl18,chr1,163822436,163826228,8605
ENSMUSG00000041399,1700013G24Rik,chr4,137179536,137182775,7303
ENSMUSG00000041406,Firrm,chr1,163767953,163822692,23239
ENSMUSG00000041408,Wapl,chr14,34395458,34469941,82835
ENSMUSG00000041415,Dicer1,chr12,104654001,104718211,9851
ENSMUSG00000041417,Pik3r1,chr13,101817071,101904725,18717
ENSMUSG00000041420,Meis3,chr7,15909015,15920439,42439
ENSMUSG00000041423,Paqr6,chr3,88271325,88284959,25647
ENSMUSG00000041426,Hibch,chr1,52884079,52963346,61914
ENSMUSG00000041429,Nthl1,chr17,24851647,24857812,11459
ENSMUSG00000041431,Ccnb1,chr13,100915153,100923116,48591
ENSMUSG00000041438,Utp4,chr8,107619814,107649965,49240
ENSMUSG00000041439,Mfsd6,chr1,52695445,52773515,36647
ENSMUSG00000041440,Gk5,chr9,96001410,96066661,9591
ENSMUSG00000041444,Arhgap32,chr9,31943582,32179742,61466
ENSMUSG00000041445,Mmrn2,chr14,34097422,34126527,16217
ENSMUSG00000041453,Rpl21,chr5,146769699,146776408,12788
ENSMUSG00000041459,Tardbp,chr4,148696839,148711490,36012
ENSMUSG00000041460,Cacna2d4,chr6,119213408,119329368,20612
ENSMUSG00000041468,Gpr12,chr5,146515638,146522494,47515
ENSMUSG00000041471,Shld2,chr14,33958903,34033425,57016
ENSMUSG00000041476,Smpx,chrX,156481900,156536688,21780
ENSMUSG00000041477,Dcp1b,chr6,119152144,119200033,26090
ENSMUSG00000041479,Syt15,chr14,33941552,33952381,9042
ENSMUSG00000041481,Serpina3g,chr12,104202386,104208203,19103
ENSMUSG00000041482,Piezo2,chr18,63143284,63520260,40345
ENSMUSG00000041483,Zfp281,chr1,136552639,136560840,15968
ENSMUSG00000041488,Stx3,chr19,11752463,11796767,28689
ENSMUSG00000041491,Cep78,chr19,15930844,15962405,61448
ENSMUSG00000041498,Kif14,chr1,136394081,136459249,12686
ENSMUSG00000041505,Gm3402,chr5,146450933,146453712,3059
ENSMUSG00000041506,Rrp9,chr9,106353162,106362623,6433
ENSMUSG00000041515,Irf8,chr8,121463096,121485659,23787
ENSMUSG00000041523,Upk2,chr9,44364012,44366273,2134
ENSMUSG00000041528,Rnf123,chr9,107928184,107960545,233248
ENSMUSG00000041530,Ago1,chr4,126328805,126362498,21763
ENSMUSG00000041534,Rbp3,chr14,33675960,33686173,5295
ENSMUSG00000041536,Serpina3a,chr12,104078983,104088155,4281
ENSMUSG00000041538,H2-Ob,chr17,34457836,34473388,16280
ENSMUSG00000041540,Sox5,chr6,143774151,144727703,159548
ENSMUSG00000041544,Disp3,chr4,148320892,148372644,129162
ENSMUSG00000041548,Hspb8,chr5,116546409,116561084,5880
ENSMUSG00000041550,Serpina5,chr12,104065535,104072403,4366
ENSMUSG00000041552,Ptchd1,chrX,154355526,154407276,10149
ENSMUSG00000041556,Fbxo2,chr4,148244593,148250881,11014
ENSMUSG00000041559,Fmod,chr1,133964992,133976015,15498
ENSMUSG00000041560,Nop53,chr7,15657432,15680039,23723
ENSMUSG00000041565,L3mbtl4,chr17,68580768,69087769,4239
ENSMUSG00000041566,Tssk1,chr16,17712087,17715786,3700
ENSMUSG00000041567,Serpina12,chr12,103995028,104010706,3694
ENSMUSG00000041570,Camsap2,chr1,136195858,136273874,61867
ENSMUSG00000041571,Selenow,chr7,15651133,15656327,736
ENSMUSG00000041577,Prelp,chr1,133837335,133857971,64461
ENSMUSG00000041578,Crx,chr7,15599872,15613893,8548
ENSMUSG00000041583,Obox6,chr7,15567166,15573603,2843
ENSMUSG00000041592,Sdk2,chr11,113667200,113957872,11287
ENSMUSG00000041594,Tmtc4,chr14,123156288,123221471,79715
ENSMUSG00000041598,Cdc42ep4,chr11,113617676,113645360,31259
ENSMUSG00000041605,Inava,chr1,136141260,136162265,8965
ENSMUSG00000041607,Mbp,chr18,82493207,82603763,128306
ENSMUSG00000041608,Entpd3,chr9,120368783,120397478,22780
ENSMUSG00000041609,Bicdl1,chr5,115786233,115870460,6475
ENSMUSG00000041616,Nppa,chr4,148085091,148086583,5907
ENSMUSG00000041617,Ccdc74a,chr16,17464311,17468607,8404
ENSMUSG00000041620,Mmp1b,chr9,7368239,7388047,1449
ENSMUSG00000041623,Mtnap1,chr11,113575227,113617294,26336
ENSMUSG00000041624,Gucy1a2,chr9,3532778,3905741,13248
ENSMUSG00000041625,Ggact,chr14,123053635,123151169,6839
ENSMUSG00000041629,Vcf1,chr11,113552137,113575346,8846
ENSMUSG00000041632,Mrps27,chr13,99480757,99552086,17277
ENSMUSG00000041633,Kctd12b,chrX,152468150,152479387,14582
ENSMUSG00000041638,Gcn1,chr5,115703313,115761272,9361
ENSMUSG00000041642,Kif21b,chr1,136059098,136105763,42935
ENSMUSG00000041644,Slc5a12,chr2,110427639,110479688,11132
ENSMUSG00000041645,Ddx24,chr12,103374237,103392159,49573
ENSMUSG00000041649,Klf8,chrX,152020400,152181921,167002
ENSMUSG00000041650,Pcca,chr14,122771526,123128534,71095
ENSMUSG00000041653,Pnpla3,chr15,84051943,84073723,17030
ENSMUSG00000041654,Slc39a11,chr11,113134467,113541227,340054
ENSMUSG00000041658,Rragb,chrX,151922778,151973198,27992
ENSMUSG00000041660,Bbox1,chr2,110093042,110145129,12827
ENSMUSG00000041669,Prima1,chr12,103160706,103209030,11002
ENSMUSG00000041670,Rims1,chr1,22356133,22845686,59007
ENSMUSG00000041671,Pyroxd1,chr6,142291346,142314104,12988
ENSMUSG00000041673,Lrrc18,chr14,32713338,32737249,15849
ENSMUSG00000041679,Fbxl9,chr8,106038896,106052930,17667
ENSMUSG00000041681,Iapp,chr6,142244149,142249688,840
ENSMUSG00000041684,Bivm,chr1,44158105,44185191,126546
ENSMUSG00000041685,Fcho2,chr13,98859907,98952114,57878
ENSMUSG00000041688,Amot,chrX,144229421,144288177,13504
ENSMUSG00000041695,Kcnj2,chr11,110956981,110967665,5471
ENSMUSG00000041696,Rasl12,chr9,65305760,65322135,13655
ENSMUSG00000041697,Cox6a1,chr5,115483701,115487050,3909
ENSMUSG00000041698,Slco1a1,chr6,141853007,141892690,15481
ENSMUSG00000041700,Lhfpl1,chrX,144073353,144155539,9348
ENSMUSG00000041702,Btbd7,chr12,102747052,102844738,30783
ENSMUSG00000041703,Zic5,chr14,122694190,122703089,4784
ENSMUSG00000041707,Tmem273,chr14,32507920,32540635,4234
ENSMUSG00000041708,Mpped1,chr15,83656262,83742695,151308
ENSMUSG00000041710,Trpc5,chrX,143160611,143471176,8214
ENSMUSG00000041712,Ubr7,chr12,102724008,102743982,24796
ENSMUSG00000041716,Gm20604,chr12,102707991,102724931,2795
ENSMUSG00000041718,Alg13,chrX,143100479,143157709,78236
ENSMUSG00000041720,Pi4ka,chr16,17097187,17224178,104365
ENSMUSG00000041722,Khdc1c,chr1,21438555,21441069,1946
ENSMUSG00000041729,Coro2b,chr9,62326766,62444662,24836
ENSMUSG00000041730,Drgx,chr14,32321364,32371203,14017
ENSMUSG00000041731,Pgm5,chr19,24660380,24839229,3249
ENSMUSG00000041733,Coq5,chr5,115417725,115436585,22293
ENSMUSG00000041734,Kirrel1,chr3,86985900,87086810,61057
ENSMUSG00000041735,AAdacl4fm3,chr4,144429761,144447974,1227
ENSMUSG00000041736,Tspo,chr15,83447735,83458406,16659
ENSMUSG00000041737,Tmem45b,chr9,31336135,31376412,9162
ENSMUSG00000041740,Rnf10,chr5,115379471,115410974,116631
ENSMUSG00000041741,Pde3a,chr6,141194888,141453174,12409
ENSMUSG00000041747,Utp15,chr13,98382749,98399562,50658
ENSMUSG00000041750,Cd1d2,chr3,86893858,86897087,2658
ENSMUSG00000041754,Trem3,chr17,48554788,48565876,1011
ENSMUSG00000041757,Plekha6,chr1,133091948,133231174,96236
ENSMUSG00000041762,Gpr155,chr2,73171850,73217251,70476
ENSMUSG00000041763,Tpp2,chr1,43972769,44042467,63778
ENSMUSG00000041765,Ubac2,chr14,122115938,122263446,51256
ENSMUSG00000041769,Ppp2r2d,chr7,138447808,138485160,23710
ENSMUSG00000041771,Slc24a4,chr12,102094935,102235402,21504
ENSMUSG00000041773,Enc1,chr13,97377605,97389547,41351
ENSMUSG00000041774,Ydjc,chr16,16962485,16978565,16703
ENSMUSG00000041775,Mapk1ip1,chr7,138437550,138448022,15974
ENSMUSG00000041777,Cir1,chr2,73113449,73143068,3579
ENSMUSG00000041779,Tram2,chr1,21066523,21149475,19297
ENSMUSG00000041781,Cpsf2,chr12,101941445,101972690,64316
ENSMUSG00000041782,Lad1,chr1,135746332,135761080,8985
ENSMUSG00000041791,Capza3,chr6,139986978,139988504,1222
ENSMUSG00000041794,Myrip,chr9,120130579,120303916,30034
ENSMUSG00000041797,Abca9,chr11,109989424,110059429,41132
ENSMUSG00000041798,Gck,chr11,5850820,5900158,13488
ENSMUSG00000041801,Phlda3,chr1,135693809,135697686,2295
ENSMUSG00000041805,Pramel1,chr4,143120981,143126730,2811
ENSMUSG00000041809,Efhc1,chr1,21021780,21062253,12301
ENSMUSG00000041815,Poldip3,chr15,83010172,83033585,30741
ENSMUSG00000041817,Fam169a,chr13,97203760,97267521,98802
ENSMUSG00000041827,Oasl1,chr5,115061294,115075974,8610
ENSMUSG00000041828,Abca8a,chr11,109916460,109986869,6162
ENSMUSG00000041831,Sytl3,chr17,6926492,7005838,13277
ENSMUSG00000041836,Ptpre,chr7,135139210,135288022,42902
ENSMUSG00000041837,Pdcd7,chr9,65253349,65266925,4948
ENSMUSG00000041840,Haus1,chr18,77835349,77861586,16210
ENSMUSG00000041841,Rpl37,chr15,5145959,5153877,24335
ENSMUSG00000041842,Fhdc1,chr3,84349504,84387772,13603
ENSMUSG00000041845,Rhod,chr19,4475480,4489489,5589
ENSMUSG00000041846,Ppp4r3a,chr12,101005642,101050171,41007
ENSMUSG00000041849,Card6,chr15,5125463,5145951,20414
ENSMUSG00000041852,Tcf20,chr15,82692637,82872073,29962
ENSMUSG00000041857,Oosp1,chr19,11644824,11668514,1589
ENSMUSG00000041859,Mcm3,chr1,20870791,20890536,27798
ENSMUSG00000041870,Ankrd13a,chr5,114912738,114944261,18395
ENSMUSG00000041872,Il17f,chr1,20847368,20860841,2457
ENSMUSG00000041879,Ipo9,chr1,135309347,135358247,76344
ENSMUSG00000041881,Ndufa7,chr17,34043537,34057291,7901
ENSMUSG00000041885,Or56a41,chr7,104739909,104742024,936
ENSMUSG00000041886,Macc1,chr12,119278005,119433722,33088
ENSMUSG00000041889,Shisa4,chr1,135297694,135303386,11715
ENSMUSG00000041890,Git2,chr5,114865468,114913578,60892
ENSMUSG00000041891,Lman1,chr18,66113808,66155651,13534
ENSMUSG00000041895,Wipi1,chr11,109464156,109502793,35003
ENSMUSG00000041907,Gpr45,chr1,42992032,43074616,5322
ENSMUSG00000041911,Dlx1,chr2,71358457,71364325,8063
ENSMUSG00000041912,Tdrkh,chr3,94320453,94342614,113313
ENSMUSG00000041915,Ammecr1l,chr18,31892243,31917269,87629
ENSMUSG00000041920,Slc16a6,chr11,109341680,109365928,40690
ENSMUSG00000041921,Metap1d,chr2,71283618,71355538,44587
ENSMUSG00000041923,Nol4,chr18,22826208,23174753,113901
ENSMUSG00000041926,Rnpep,chr1,135190438,135211839,20183
ENSMUSG00000041930,Fam222a,chr5,114705466,114751459,7525
ENSMUSG00000041935,Rimoc1,chr15,4011516,4025392,31302
ENSMUSG00000041936,Agrn,chr4,156249740,156282014,75305
ENSMUSG00000041939,Mvk,chr5,114582267,114601803,102311
ENSMUSG00000041945,Mfsd9,chr1,40810401,40829859,3160
ENSMUSG00000041949,Tango6,chr8,107409687,107579177,55475
ENSMUSG00000041954,Tnfrsf18,chr4,156110621,156113352,3427
ENSMUSG00000041957,Pkp2,chr16,16031144,16090586,13998
ENSMUSG00000041958,Pigs,chr11,78219212,78233658,28862
ENSMUSG00000041959,S100a10,chr3,93462213,93474510,31455
ENSMUSG00000041961,Znrf3,chr11,5226324,5394939,22339
ENSMUSG00000041966,Dcaf17,chr2,70885672,70946806,48130
ENSMUSG00000041974,Spidr,chr16,15707087,15964718,31123
ENSMUSG00000041975,Mettl8,chr2,70794066,70886005,47826
ENSMUSG00000041977,Arhgef11,chr3,87524787,87645349,139188
ENSMUSG00000041984,Rptn,chr3,93301006,93306749,4146
ENSMUSG00000041986,Elmod1,chr9,53817503,53882648,25188
ENSMUSG00000041991,Hrnr,chr3,93227056,93240877,21843
ENSMUSG00000041992,Rapgef5,chr12,117480099,117723473,25552
ENSMUSG00000041995,Zbed3,chr13,95460111,95474349,4270
ENSMUSG00000041997,Tlk1,chr2,70542744,70656342,31126
ENSMUSG00000042002,Foxn4,chr5,114392225,114411899,3047
ENSMUSG00000042010,Acacb,chr5,114284307,114388822,53613
ENSMUSG00000042015,Wdr41,chr13,95112851,95160550,20112
ENSMUSG00000042029,Ncapg2,chr12,116368940,116427351,32914
ENSMUSG00000042031,Lce3b,chr3,92840286,92841404,562
ENSMUSG00000042032,Mat2b,chr11,40570130,40586036,20205
ENSMUSG00000042035,Igsf3,chr3,101279820,101370375,33186
ENSMUSG00000042041,2010003K11Rik,chr19,4546815,4548790,2865
ENSMUSG00000042042,Csgalnact2,chr6,118083855,118116169,79622
ENSMUSG00000042043,Tbca,chr13,94925382,94979489,3740
ENSMUSG00000042045,Sln,chr9,53742537,53761846,6721
ENSMUSG00000042046,Dstyk,chr1,132345116,132394696,37403
ENSMUSG00000042050,Dync2i1,chr12,116169879,116226763,46701
ENSMUSG00000042055,Wdr11,chr7,129193503,129237462,18703
ENSMUSG00000042063,Zfp386,chr12,116011331,116029501,47915
ENSMUSG00000042064,Myo3b,chr2,69869470,70259542,13791
ENSMUSG00000042066,Tmcc2,chr1,132284051,132319560,32361
ENSMUSG00000042073,Abhd14b,chr9,106324641,106330122,28840
ENSMUSG00000042078,Svop,chr5,114164851,114229631,30906
ENSMUSG00000042079,Hnrnpf,chr6,117877257,117905485,174958
ENSMUSG00000042082,Arsb,chr13,93907903,94079528,25503
ENSMUSG00000042092,Lce1c,chr3,92586554,92588225,724
ENSMUSG00000042096,Dao,chr5,114141740,114163743,5677
ENSMUSG00000042097,Zfp239,chr6,117838865,117850470,95891
ENSMUSG00000042099,Kank3,chr17,34029439,34041895,73939
ENSMUSG00000042102,Dmgdh,chr13,93810207,93895033,9785
ENSMUSG00000042104,Uggt2,chr14,119221211,119337272,21109
ENSMUSG00000042105,Inpp5f,chr7,128212925,128299176,33867
ENSMUSG00000042106,Inka1,chr9,107861224,107863123,1268
ENSMUSG00000042109,Csdc2,chr15,81817755,81835143,20151
ENSMUSG00000042111,Ccdc115,chr1,34475748,34478753,8982
ENSMUSG00000042115,Klhdc8a,chr1,132219021,132235648,32075
ENSMUSG00000042116,Vwa1,chr4,155852606,155859155,15329
ENSMUSG00000042118,Bhmt2,chr13,93792228,93811228,8490
ENSMUSG00000042121,Ssh1,chr5,114075143,114131963,41944
ENSMUSG00000042124,Lce1f,chr3,92625350,92627657,1370
ENSMUSG00000042129,Rassf4,chr6,116609956,116650913,14294
ENSMUSG00000042133,Ppig,chr2,69552889,69584368,127145
ENSMUSG00000042138,Msantd2,chr9,37400258,37437405,13626
ENSMUSG00000042148,Cox10,chr11,63853131,63970305,24520
ENSMUSG00000042155,Klhl23,chr2,69652265,69667645,48578
ENSMUSG00000042156,Dzip1,chr14,119112932,119162955,57787
ENSMUSG00000042157,Sprr2i,chr3,92315298,92316578,617
ENSMUSG00000042165,Adrm1b,chr3,92335339,92336730,1392
ENSMUSG00000042167,Tent2,chr13,93281805,93329035,80350
ENSMUSG00000042178,Armc5,chr7,127836452,127844274,29911
ENSMUSG00000042179,Pnliprp1,chr19,58717319,58732601,5628
ENSMUSG00000042182,Bend6,chr1,33891131,33947905,51228
ENSMUSG00000042185,Nfrkb,chr9,31297451,31335039,66464
ENSMUSG00000042189,Tekt3,chr11,62952480,62985790,1748
ENSMUSG00000042190,Cmklr1,chr5,113750358,113788509,14880
ENSMUSG00000042195,Slc35f2,chr9,53678606,53725455,8277
ENSMUSG00000042197,Zfp451,chr1,33800234,33853860,89646
ENSMUSG00000042198,Chchd7,chr4,3938857,3951046,12185
ENSMUSG00000042200,Cdrt4,chr11,62841998,62890228,2234
ENSMUSG00000042202,Slc35e2,chr4,155685831,155707797,45751
ENSMUSG00000042203,Tbc1d22b,chr17,29768725,29825884,19767
ENSMUSG00000042207,Kdm5b,chr1,134487875,134563030,74349
ENSMUSG00000042208,Sanbr,chr11,23513730,23583691,91900
ENSMUSG00000042210,Abhd14a,chr9,106317247,106326106,42251
ENSMUSG00000042211,Fbxo38,chr18,62635980,62681965,267661
ENSMUSG00000042212,Sprr2d,chr3,92246447,92248180,681
ENSMUSG00000042213,Zfand4,chr6,116241107,116309020,39342
ENSMUSG00000042215,Bag2,chr1,33784560,33797058,7678
ENSMUSG00000042216,Sgsm1,chr5,113391086,113458694,55671
ENSMUSG00000042219,Or51m1,chr7,103578032,103578991,960
ENSMUSG00000042225,Ammecr1,chrX,141634142,141749858,12391
ENSMUSG00000042228,Lyn,chr4,3678061,3813122,46697
ENSMUSG00000042229,Rabif,chr1,134422297,134438507,9379
ENSMUSG00000042240,Crybb2,chr5,113206124,113217983,1637
ENSMUSG00000042243,BC051665,chr13,60929701,60934178,1348
ENSMUSG00000042244,Pglyrp3,chr3,91921890,91938889,1107
ENSMUSG00000042246,Tmc7,chr7,118135063,118184050,23082
ENSMUSG00000042248,Cyp2c37,chr19,39980865,40000688,6491
ENSMUSG00000042249,Grk3,chr5,113058326,113163699,85693
ENSMUSG00000042250,Pglyrp4,chr3,90634213,90648824,4455
ENSMUSG00000042251,Pm20d1,chr1,131725107,131749219,29890
ENSMUSG00000042254,Cilp,chr9,65172200,65187888,13066
ENSMUSG00000042256,Ptchd4,chr17,42626838,42818547,13302
ENSMUSG00000042258,Isl1,chr13,116434817,116446235,3724
ENSMUSG00000042262,Ccr8,chr9,119921180,119924263,1466
ENSMUSG00000042265,Trem1,chr17,48539784,48553952,5659
ENSMUSG00000042268,Slc26a9,chr1,131671760,131700089,5586
ENSMUSG00000042269,Cibar2,chr8,120893136,120904205,1187
ENSMUSG00000042271,Nxt2,chrX,141009753,141022697,15062
ENSMUSG00000042272,Sestd1,chr2,77003649,77111195,101057
ENSMUSG00000042275,Pelo,chr13,115224543,115226777,2003
ENSMUSG00000042279,H1f8,chr6,115921899,115927197,2240
ENSMUSG00000042282,Gucy2f,chrX,140863355,140980174,17956
ENSMUSG00000042284,Itga1,chr13,115089632,115238677,27945
ENSMUSG00000042286,Stab1,chr14,30860970,30890598,7999
ENSMUSG00000042289,Hsd3b7,chr7,127399597,127402989,19702
ENSMUSG00000042292,Mrtfa,chr15,80896482,81074969,21611
ENSMUSG00000042293,Gm5617,chr9,48406742,48407272,531
ENSMUSG00000042298,Ttc19,chr11,62172247,62222725,66941
ENSMUSG00000042302,Ehbp1,chr11,21955825,22292292,61180
ENSMUSG00000042303,Sgsm3,chr15,80861530,80897045,126664
ENSMUSG00000042305,Tmem183a,chr1,134273456,134289791,59592
ENSMUSG00000042306,S100a14,chr3,90434082,90436144,6774
ENSMUSG00000042308,Setd1a,chr7,127375842,127399294,12494
ENSMUSG00000042312,S100a13,chr3,90416091,90431912,29172
ENSMUSG00000042320,Prox2,chr12,85132586,85157533,7323
ENSMUSG00000042323,Pbrm1,chr14,30741081,30844178,241420
ENSMUSG00000042328,Hps4,chr5,112490614,112526289,58460
ENSMUSG00000042331,Specc1,chr11,61847582,62113839,91127
ENSMUSG00000042333,Tnfrsf14,chr4,155005126,155013020,5127
ENSMUSG00000042340,Ctf1,chr7,127311859,127317916,9752
ENSMUSG00000042345,Ubash3a,chr17,31426847,31465866,16038
ENSMUSG00000042348,Arl15,chr13,113931041,114293997,10123
ENSMUSG00000042349,Ikbke,chr1,131182080,131207346,25420
ENSMUSG00000042350,Arel1,chr12,84962060,85043733,174421
ENSMUSG00000042351,Grap2,chr15,80456795,80537055,11758
ENSMUSG00000042353,Frem3,chr8,81337709,81421985,6384
ENSMUSG00000042354,Gnl3,chr14,30734389,30741364,13474
ENSMUSG00000042357,Gjb5,chr4,127248602,127252001,3107
ENSMUSG00000042359,Osbpl6,chr2,76236826,76430991,420146
ENSMUSG00000042363,Lgalsl,chr11,20773335,20781341,18371
ENSMUSG00000042364,Snx18,chr13,113728010,113755132,19503
ENSMUSG00000042367,Gjb3,chr4,127210796,127238505,29717
ENSMUSG00000042369,Rbm45,chr2,76200272,76219904,22640
ENSMUSG00000042371,Slc5a10,chr11,61563607,61611652,4320
ENSMUSG00000042372,Dmrt3,chr19,25587665,25601290,2399
ENSMUSG00000042377,Fam83g,chr11,61574861,61600777,28291
ENSMUSG00000042379,Esm1,chr13,113346021,113354632,2269
ENSMUSG00000042380,Smim12,chr4,127137577,127141603,3885
ENSMUSG00000042385,Gzmk,chr13,113308142,113362442,2332
ENSMUSG00000042386,Tex13b,chrX,139709056,139714216,2150
ENSMUSG00000042388,Dlgap3,chr4,127062750,127130847,91492
ENSMUSG00000042389,Tsen2,chr6,115521593,115558679,17467
ENSMUSG00000042390,Gatad2b,chr3,90200471,90270714,38825
ENSMUSG00000042396,Rbm7,chr9,48393454,48407672,60330
ENSMUSG00000042401,Crtac1,chr19,42256726,42421042,80409
ENSMUSG00000042404,Dennd4b,chr3,90172492,90187976,11664
ENSMUSG00000042406,Atf4,chr15,80139372,80141745,17250
ENSMUSG00000042408,Zmym6,chr4,126970894,127019399,63013
ENSMUSG00000042410,Agps,chr2,75662455,75761694,53923
ENSMUSG00000042414,Prdm14,chr1,13183405,13198351,52895
ENSMUSG00000042417,Ccno,chr13,113124315,113127312,7425
ENSMUSG00000042419,Nfkbil1,chr17,35439151,35454793,1472
ENSMUSG00000042423,Fbrs,chr7,127078138,127090883,9899
ENSMUSG00000042425,Frmpd3,chrX,139243012,139336216,7314
ENSMUSG00000042426,Dhx29,chr13,113063988,113105968,38317
ENSMUSG00000042428,Mgat3,chr15,80049871,80099720,30155
ENSMUSG00000042429,Adora1,chr1,134126948,134163579,121213
ENSMUSG00000042433,Dnaaf6,chrX,138963615,139007566,2878
ENSMUSG00000042436,Mfap4,chr11,61376212,61379727,7066
ENSMUSG00000042439,Zfp532,chr18,65712983,65822514,109841
